KIDEN	Numéro de la plaque	Type de rayonnement	Dose de rayonnement	Filtre de protection	Poids	Couleur	Ternissement	Craquelure	Epaississement	Rides	Total du score aspect	Sèchage	Taux de Chromo-A	Réplique à T4	Taux de Chromo-B	Taux de Chromo-C	Surface rigidité	Surface concavité	Surface diamétralité	Score surface total	Elasticité interne	Cohérence interne	Coloration interne	Gonflement interne	Score total interne	Total Surface+Interne	Périodes	Type de rayonnement	Type de rayonnement * dose	Groupes	Filtre * Dose	Type de rayonnement * Périodes	Dose de rayonnement * Périodes	Filtre de protection * Périodes	Type de rayonnement * dose * Périodes	Groupes * Périodes
 092	125.00	Rayon W80	Dose 1/2	Filtre A	21.00	1.00	1.00	1.00	1.00	1.00	5.00	16.80	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 093	128.00	Rayon W80	Dose 1/2	Filtre A	24.00	1.00	1.00	1.00	1.00	1.00	5.00	14.40	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 094	137.00	Rayon W80	Dose 1/2	Filtre A	20.00	1.00	1.00	1.00	1.00	1.00	5.00	17.00	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 095	145.00	Rayon W80	Dose 1/2	Filtre A	22.00	1.00	1.00	1.00	1.00	1.00	5.00	6.40	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 096	146.00	Rayon W80	Dose 1/2	Filtre A	22.00	1.00	1.00	1.00	1.00	1.00	5.00	8.00	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 097	151.00	Rayon W80	Dose 1/2	Filtre A	24.00	1.00	1.00	1.00	1.00	1.00	5.00	14.30	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 098	152.00	Rayon W80	Dose 1/2	Filtre A	22.00	1.00	1.00	1.00	1.00	1.00	5.00	14.80	0.50														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 099	153.00	Rayon W80	Dose 1/2	Filtre A	25.50	1.00	1.00	1.00	1.00	1.00	5.00	15.90	0.50														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 100	154.00	Rayon W80	Dose 1/2	Filtre A	26.00	1.00	1.00	1.00	1.00	1.00	5.00	13.40	0.50														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 101	157.00	Rayon W80	Dose 1/2	Filtre A	25.00	1.00	1.00	1.00	1.00	1.00	5.00	11.50	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 102	159.00	Rayon W80	Dose 1/2	Filtre A	25.00	1.00	1.00	1.00	1.00	1.00	5.00	13.30	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 103	163.00	Rayon W80	Dose 1/2	Filtre A	27.00	1.00	1.00	1.00	1.00	1.00	5.00	12.60	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 104	167.00	Rayon W80	Dose 1/2	Filtre A	22.00	1.00	1.00	1.00	1.00	1.00	5.00	17.40	0.50														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T0	D1/2 * T0	fA * T0	W1/2 * T0	W1/2A * T0
 105	102.00	Rayon W80	Dose 1/2	Filtre B	26.00	1.00	1.00	1.00	1.00	1.00	5.00	10.60	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 106	106.00	Rayon W80	Dose 1/2	Filtre B	24.00	1.00	1.00	1.00	1.00	1.00	5.00	9.20	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 107	109.00	Rayon W80	Dose 1/2	Filtre B	20.00	1.00	1.00	1.00	1.00	1.00	5.00	11.00	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 108	112.00	Rayon W80	Dose 1/2	Filtre B	21.00	1.00	1.00	1.00	1.00	1.00	5.00	13.40	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 109	118.00	Rayon W80	Dose 1/2	Filtre B	24.00	1.00	1.00	1.00	1.00	1.00	5.00	14.40	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 110	121.00	Rayon W80	Dose 1/2	Filtre B	24.00	1.00	1.00	1.00	1.00	1.00	5.00	12.80	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 111	127.00	Rayon W80	Dose 1/2	Filtre B	26.00	1.00	1.00	1.00	1.00	1.00	5.00	12.20	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 112	138.00	Rayon W80	Dose 1/2	Filtre B	27.00	1.00	1.00	1.00	1.00	1.00	5.00	8.70	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 113	141.00	Rayon W80	Dose 1/2	Filtre B	23.00	1.00	1.00	1.00	1.00	1.00	5.00	13.90	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 114	144.00	Rayon W80	Dose 1/2	Filtre B	25.00	1.00	1.00	1.00	1.00	1.00	5.00	12.40	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 115	149.00	Rayon W80	Dose 1/2	Filtre B	20.00	1.00	1.00	1.00	1.00	1.00	5.00	14.70	0.40														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 116	150.00	Rayon W80	Dose 1/2	Filtre B	24.00	1.00	1.00	1.00	1.00	1.00	5.00	11.20	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 117	158.00	Rayon W80	Dose 1/2	Filtre B	22.50	1.00	1.00	1.00	1.00	1.00	5.00	11.60	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 118	166.00	Rayon W80	Dose 1/2	Filtre B	21.00	1.00	1.00	1.00	1.00	1.00	5.00	15.20	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 119	168.00	Rayon W80	Dose 1/2	Filtre B	24.50	1.00	1.00	1.00	1.00	1.00	5.00	12.40	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 120	171.00	Rayon W80	Dose 1/2	Filtre B	23.00	1.00	1.00	1.00	1.00	1.00	5.00	19.30	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T0	D1/2 * T0	fB * T0	W1/2 * T0	W1/2B * T0
 121	101.00	Rayon W80	Dose 1/2	Filtre C	16.00	1.00	1.00	1.00	1.00	1.00	5.00	10.30	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 122	103.00	Rayon W80	Dose 1/2	Filtre C	25.00	1.00	1.00	1.00	1.00	1.00	5.00	18.40	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 123	107.00	Rayon W80	Dose 1/2	Filtre C	21.00	1.00	1.00	1.00	1.00	1.00	5.00	9.20	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 124	115.00	Rayon W80	Dose 1/2	Filtre C	22.00	1.00	1.00	1.00	1.00	1.00	5.00	8.40	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 125	116.00	Rayon W80	Dose 1/2	Filtre C	24.00	1.00	1.00	1.00	1.00	1.00	5.00	9.30	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 126	117.00	Rayon W80	Dose 1/2	Filtre C	22.00	1.00	1.00	1.00	1.00	1.00	5.00	11.50	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 127	120.00	Rayon W80	Dose 1/2	Filtre C	22.00	1.00	1.00	1.00	1.00	1.00	5.00	12.40	0.50														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 128	122.00	Rayon W80	Dose 1/2	Filtre C	22.50	1.00	1.00	1.00	1.00	1.00	5.00	16.10	0.70														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 129	135.00	Rayon W80	Dose 1/2	Filtre C	26.00	1.00	1.00	1.00	1.00	1.00	5.00	14.00	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 130	142.00	Rayon W80	Dose 1/2	Filtre C	27.00	1.00	1.00	1.00	1.00	1.00	5.00	10.40	0.80														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 131	143.00	Rayon W80	Dose 1/2	Filtre C	22.00	1.00	1.00	1.00	1.00	1.00	5.00	14.90	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 132	155.00	Rayon W80	Dose 1/2	Filtre C	22.00	1.00	1.00	1.00	1.00	1.00	5.00	12.80	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 133	160.00	Rayon W80	Dose 1/2	Filtre C	24.00	1.00	1.00	1.00	1.00	1.00	5.00	16.20	0.50														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 134	162.00	Rayon W80	Dose 1/2	Filtre C	21.50	1.00	1.00	1.00	1.00	1.00	5.00	11.30	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 135	170.00	Rayon W80	Dose 1/2	Filtre C	20.00	1.00	1.00	1.00	1.00	1.00	5.00	12.10	0.60														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 136	172.00	Rayon W80	Dose 1/2	Filtre C	22.00	1.00	1.00	1.00	1.00	1.00	5.00	8.10	0.50														Temps T0	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T0	D1/2 * T0	fC * T0	W1/2 * T0	W1/2C * T0
 137	104.00	Rayon W80	Dose 2	Filtre A	23.00	1.00	1.00	1.00	1.00	1.00	5.00	8.20	0.60														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 138	108.00	Rayon W80	Dose 2	Filtre A	24.00	1.00	1.00	1.00	1.00	1.00	5.00	6.70	0.80														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 139	114.00	Rayon W80	Dose 2	Filtre A	23.00	1.00	1.00	1.00	1.00	1.00	5.00	10.70	0.80														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 140	119.00	Rayon W80	Dose 2	Filtre A	22.00	1.00	1.00	1.00	1.00	1.00	5.00	17.30	0.60														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 141	134.00	Rayon W80	Dose 2	Filtre A	25.50	1.00	1.00	1.00	1.00	1.00	5.00	10.00	0.80														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 142	147.00	Rayon W80	Dose 2	Filtre A	23.00	1.00	1.00	1.00	1.00	1.00	5.00	12.20	0.70														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 143	156.00	Rayon W80	Dose 2	Filtre A	23.00	1.00	1.00	1.00	1.00	1.00	5.00	10.60	0.50														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 144	164.00	Rayon W80	Dose 2	Filtre A	21.00	1.00	1.00	1.00	1.00	1.00	5.00	18.10	0.70														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 145	165.00	Rayon W80	Dose 2	Filtre A	25.00	1.00	1.00	1.00	1.00	1.00	5.00	11.40	0.60														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 146	173.00	Rayon W80	Dose 2	Filtre A	21.00	1.00	1.00	1.00	1.00	1.00	5.00	10.00	0.60														Temps T0	Rayon W	Rayon W 2	Rayon W. 2    filA	Filtre A 2 Med	W80 * T0	D2 * T0	fA * T0	W2 * T0	W2A * T0
 147	200.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 148	201.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 149	202.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 150	203.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 151	204.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 152	205.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 153	206.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 154	207.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 155	208.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 156	209.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 157	210.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 158	211.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 159	212.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 160	213.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 161	214.00	Témoin fin	Témoin	Témoin																							Temps T0	Autres	Non concerné	Non concerné	Non concerné	Téfin  * T0	Tém * T0	Tém * T0	Non  * T0	Non  * T0
 162	3.00	Témoin	Témoin	Témoin	22.00	1.00	1.00	1.00	1.00	1.00	5.00	6.40	1.00				1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 163	4.00	Témoin	Témoin	Témoin	26.00	1.00	1.00	1.00	2.00	1.00	6.00	10.30	1.00				1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 164	8.00	Témoin	Témoin	Témoin	26.00	2.00	1.00	1.00	1.00	1.00	6.00	8.10	1.10				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 165	33.00	Témoin	Témoin	Témoin	25.00	1.00	1.00	1.00	1.00	1.00	5.00	12.50	0.90				1.00	4.00	1.00	6.00	1.00	1.00	1.00	1.50	4.50	10.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 166	38.00	Témoin	Témoin	Témoin	26.00	1.00	1.00	1.00	1.00	1.00	5.00	9.10	1.00				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 167	44.00	Témoin	Témoin	Témoin	27.00	1.00	1.00	1.00	1.00	1.00	5.00	5.70	1.00				1.00	3.00	1.00	5.00	1.00	1.00	1.00	2.00	5.00	10.00	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 168	49.00	Témoin	Témoin	Témoin	27.00	2.00	1.00	1.00	2.00	1.00	7.00	6.40	0.90				2.00	3.00	1.00	6.00	1.00	1.00	1.00	2.00	5.00	11.00	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 169	54.00	Témoin	Témoin	Témoin	28.00	1.00	1.00	1.00	1.00	1.00	5.00	7.00	1.10				2.00	3.00	1.00	6.00	1.00	1.00	1.00	1.50	4.50	10.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 170	57.00	Témoin	Témoin	Témoin	27.00	1.00	1.00	1.00	1.00	1.00	5.00	9.10	0.80				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 171	61.00	Témoin	Témoin	Témoin	28.00	1.00	1.00	1.00	2.00	1.00	6.00	5.10	1.00				1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 172	63.00	Témoin	Témoin	Témoin	27.00	1.00	1.00	1.00	2.00	1.00	6.00	8.40	0.90				1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 173	65.00	Témoin	Témoin	Témoin	27.00	1.00	1.00	1.00	1.00	1.00	5.00	5.50	0.90				1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T1	Témoin	Témoin	Témoin	Non concerné	Tém * T1	Tém * T1	Tém * T1	Tém * T1	Tém * T1
 174	19.00	Rayon V100	Dose 1/2	Non protégé	27.00	2.00	1.00	1.00	1.00	1.00	6.00	6.90	0.90				2.00	4.00	1.00	7.00	1.00	1.00	1.00	1.50	4.50	11.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 175	23.00	Rayon V100	Dose 1/2	Non protégé	27.00	1.00	1.00	1.00	1.00	1.00	5.00	6.30	0.90				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 176	26.00	Rayon V100	Dose 1/2	Non protégé	27.00	2.00	1.00	1.00	2.00	1.00	7.00	5.80	1.00				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 177	30.00	Rayon V100	Dose 1/2	Non protégé	25.00	1.00	1.00	1.00	2.00	1.00	6.00	5.70	1.00				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 178	39.00	Rayon V100	Dose 1/2	Non protégé	27.00	1.00	1.00	1.00	2.00	1.00	6.00	11.20	1.00				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 179	52.00	Rayon V100	Dose 1/2	Non protégé	31.00	1.00	1.00	1.00	1.00	1.00	5.00	4.20	0.90				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V100 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 180	32.00	Rayon V250	Dose 1/2	Non protégé	25.00	1.00	1.00	1.00	2.00	1.00	6.00	12.20	1.00				2.00	2.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 181	41.00	Rayon V250	Dose 1/2	Non protégé	24.00	2.00	1.00	1.00	2.00	1.00	7.00	5.00	1.00				1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 182	51.00	Rayon V250	Dose 1/2	Non protégé	27.00	1.00	1.00	1.00	2.00	1.00	6.00	6.20	1.10				1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 183	59.00	Rayon V250	Dose 1/2	Non protégé	26.00	1.00	1.00	1.00	1.00	1.00	5.00	7.20	1.00				2.00	3.00	1.00	6.00	1.00	1.00	1.00	1.50	4.50	10.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
 184	60.00	Rayon V250	Dose 1/2	Non protégé	27.00	1.00	1.00	1.00	1.00	1.00	5.00	5.60	0.90				1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T1	Rayon V	Rayon V 1/2	V. 1/2 non protégé	Non traité 1/2 Med	V250 * T1	D1/2 * T1	Non  * T1	V1/2 * T1	V1/2np  * T1
